Season,Agency,Date,Time,Station ID,Field Rep,Depth [m],Time [s],Descent rate [m/s],Temperature [°C],Conductivity [S/m],Salinity [psu],Density (å-theta),pH,Oxygen [mg/L],SBE DO sat [mg/L],SBE DO sat [%],Transmissivity [%],SBE Beam C [1/m],Chl-a [ug/L],Voltage-Chl-a [V],CDOM [ug/L],Voltage-CDOM [V],Ammonia-N [mg/L],Total Colif. [MPN/100mL],E. coli [MPN/100mL],Enterococci [MPN/100mL]
Spring,Hyperion,5/4/2017,13:07:00,3805,1,13,129,NaN,13.83,4.013,33.46,25.032,8.2,8.81,8.4,104.76,72.37,1.293,16.1,2.716,0.81,0.1228,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,14,130.60001,NaN,13.75,4.006,33.461,25.049,8.19,8.2,8.42,97.4,72.79,1.271,17.72,2.9813,0.82,0.1236,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,15,132.10001,NaN,13.65,3.996,33.455,25.066,8.18,7.56,8.43,89.57,72.34,1.295,18.5,3.1095,0.82,0.1234,0.01,5,5,5
Spring,Hyperion,5/4/2017,13:07:00,3805,1,16,133.5,NaN,13.32,3.966,33.469,25.143,8.17,7.31,8.49,86,72.19,1.304,14.95,2.5276,0.85,0.1259,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,17,134.89999,NaN,13.16,3.952,33.474,25.179,8.14,7.18,8.52,84.2,74.65,1.17,11.94,2.0342,0.85,0.1256,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,18,136.5,NaN,13.05,3.942,33.476,25.203,8.11,7.11,8.54,83.25,75.69,1.114,10.31,1.7666,0.85,0.1255,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,19,138.10001,NaN,12.99,3.936,33.475,25.214,8.1,7.1,8.55,83.03,76.65,1.064,11.34,1.9357,0.85,0.1253,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,20,139.60001,NaN,12.96,3.934,33.477,25.221,8.09,7.05,8.55,82.34,76.51,1.071,12.4,2.1095,0.83,0.1241,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,21,141,NaN,12.95,3.933,33.477,25.224,8.08,7.01,8.56,81.85,75.78,1.109,12.55,2.1326,0.83,0.1242,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,22,142.5,NaN,12.9,3.928,33.478,25.234,8.08,7.24,8.57,84.45,75.66,1.116,12.57,2.1363,0.82,0.1236,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,23,144.10001,NaN,12.83,3.923,33.491,25.258,8.08,7.34,8.58,85.53,75.87,1.105,10.96,1.8731,0.82,0.1237,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,24,145.60001,NaN,12.77,3.924,33.553,25.319,8.07,6.33,8.59,73.74,76.94,1.049,6.34,1.1147,0.85,0.1259,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,25,147.2,NaN,12.36,3.883,33.528,25.377,8.07,5.67,8.66,65.47,76.56,1.069,4.97,0.8906,0.91,0.1301,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,26,148.60001,NaN,12.01,3.852,33.537,25.452,8.05,5.5,8.73,62.97,77.04,1.044,1.88,0.3838,0.92,0.1303,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,27,150,NaN,11.74,3.83,33.564,25.522,8.01,5.51,8.77,62.77,81.62,0.813,1.17,0.2679,0.96,0.1334,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,28,151.7,NaN,11.69,3.825,33.569,25.537,7.99,5.46,8.78,62.12,83.39,0.726,1.02,0.2427,0.97,0.1342,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,29,153.2,NaN,11.65,3.822,33.571,25.546,7.98,5.4,8.79,61.41,83.72,0.711,1.05,0.2481,0.97,0.1344,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,30,154.60001,NaN,11.57,3.816,33.582,25.568,7.97,5.37,8.8,60.95,83.85,0.705,0.89,0.2219,0.97,0.134,0.02,5,5,5
Spring,Hyperion,5/4/2017,13:07:00,3805,1,31,156.10001,NaN,11.53,3.813,33.587,25.58,7.97,5.38,8.81,61.1,83.72,0.711,0.93,0.2283,0.96,0.1334,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,32,157.8,NaN,11.49,3.81,33.597,25.596,7.97,5.22,8.82,59.17,83.52,0.721,0.74,0.1969,0.93,0.1317,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,33,159.5,NaN,11.43,3.805,33.598,25.607,7.97,4.87,8.83,55.13,83.26,0.733,0.73,0.1951,0.93,0.1311,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,34,161.10001,NaN,11.33,3.796,33.601,25.627,7.96,4.45,8.85,50.33,82.89,0.751,0.69,0.1895,0.95,0.1328,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,35,162.60001,NaN,11.14,3.778,33.602,25.663,7.95,4.31,8.89,48.56,82.27,0.781,0.62,0.1769,1.02,0.138,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,36,164,NaN,10.99,3.766,33.614,25.7,7.93,4.3,8.91,48.26,82.46,0.771,0.6,0.1739,1.06,0.1409,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,37,165.60001,NaN,10.93,3.76,33.614,25.709,7.92,4.27,8.93,47.81,83.18,0.737,0.58,0.1717,1.07,0.1416,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,38,167.2,NaN,10.88,3.755,33.611,25.716,7.91,4.17,8.94,46.72,83.86,0.704,0.6,0.1738,1.05,0.14,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,39,168.7,NaN,10.75,3.744,33.616,25.743,7.91,4.08,8.96,45.54,84.55,0.671,0.58,0.1705,1.01,0.1376,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,40,170.10001,NaN,10.65,3.736,33.622,25.765,7.91,4.02,8.98,44.75,85.38,0.632,0.55,0.1656,1,0.1365,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,41,171.5,NaN,10.53,3.726,33.639,25.8,7.9,4.02,9,44.62,85.93,0.607,0.47,0.1525,0.97,0.1339,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,42,173.10001,NaN,10.49,3.723,33.642,25.809,7.9,3.99,9.01,44.26,86.68,0.572,0.46,0.1511,0.96,0.1333,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,43,175,NaN,10.47,3.721,33.641,25.812,7.9,3.92,9.01,43.49,86.95,0.56,0.45,0.1496,0.96,0.1336,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,44,176.7,NaN,10.4,3.716,33.65,25.83,7.9,3.88,9.03,43.05,87.05,0.555,0.42,0.1454,0.96,0.1333,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,45,178.2,NaN,10.37,3.713,33.654,25.84,7.89,3.89,9.03,43.1,87.19,0.548,0.41,0.1432,0.95,0.1326,0.01,41,10,5
Spring,Hyperion,5/4/2017,13:07:00,3805,1,46,179.8,NaN,10.29,3.706,33.66,25.858,7.89,3.9,9.05,43.06,87.37,0.54,0.38,0.1385,0.93,0.1312,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,47,181.10001,NaN,10.25,3.704,33.667,25.869,7.89,3.89,9.06,42.99,87.7,0.525,0.37,0.1371,0.91,0.13,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,48,182.5,NaN,10.24,3.703,33.669,25.872,7.89,3.88,9.06,42.87,87.99,0.512,0.36,0.1353,0.91,0.1298,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,49,184,NaN,10.23,3.702,33.672,25.878,7.89,3.9,9.06,43.02,87.92,0.515,0.35,0.1341,0.9,0.1293,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,50,185.60001,NaN,10.21,3.701,33.673,25.881,7.89,3.9,9.06,43.01,87.92,0.515,0.35,0.1331,0.9,0.1292,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,51,187,NaN,10.13,3.695,33.688,25.906,7.9,3.88,9.08,42.76,87.97,0.513,0.34,0.1315,0.88,0.1276,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,52,188.60001,NaN,10.09,3.692,33.701,25.924,7.9,3.88,9.09,42.75,88.06,0.509,0.3,0.1257,0.87,0.1268,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,53,190.3,NaN,10.06,3.69,33.707,25.934,7.9,3.86,9.09,42.52,88.16,0.504,0.3,0.1244,0.84,0.1252,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,54,191.8,NaN,10.04,3.689,33.712,25.94,7.9,3.86,9.09,42.42,88.21,0.502,0.3,0.125,0.84,0.1252,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,55,193.39999,NaN,10.04,3.689,33.713,25.942,7.9,3.85,9.1,42.32,88.18,0.503,0.3,0.1249,0.85,0.1255,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,56,195.10001,NaN,10.04,3.689,33.714,25.943,7.9,3.81,9.1,41.91,88.19,0.503,0.29,0.1228,0.85,0.1259,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,57,196.5,NaN,10.03,3.688,33.717,25.947,7.9,3.83,9.1,42.12,88.21,0.502,0.27,0.1209,0.84,0.1252,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,58,197.8,NaN,10,3.687,33.725,25.957,7.9,3.86,9.1,42.4,88.23,0.501,0.27,0.121,0.85,0.1257,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,59,199.2,NaN,9.98,3.686,33.73,25.964,7.9,3.88,9.11,42.63,88.21,0.502,0.27,0.1208,0.84,0.1249,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,60,200.60001,NaN,9.98,3.685,33.731,25.966,7.9,3.9,9.11,42.8,88.28,0.499,0.27,0.1205,0.83,0.1244,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,61,202,NaN,9.97,3.685,33.732,25.968,7.9,3.89,9.11,42.72,88.39,0.494,0.27,0.1199,0.82,0.1233,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,62,203.7,NaN,9.95,3.684,33.738,25.976,7.91,3.87,9.11,42.5,88.51,0.488,0.26,0.1183,0.82,0.1234,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,63,205.39999,NaN,9.94,3.683,33.742,25.982,7.91,3.84,9.11,42.17,88.61,0.484,0.25,0.1175,0.81,0.1225,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,64,207.10001,NaN,9.91,3.681,33.751,25.993,7.91,3.8,9.12,41.68,88.58,0.485,0.25,0.1166,0.81,0.1228,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,65,208.7,NaN,9.88,3.68,33.761,26.005,7.91,3.78,9.12,41.43,88.6,0.484,0.24,0.1161,0.81,0.1228,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,66,210.10001,NaN,9.87,3.679,33.766,26.011,7.91,3.76,9.13,41.21,88.64,0.482,0.24,0.115,0.83,0.1239,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,67,211.5,NaN,9.86,3.679,33.769,26.016,7.91,3.75,9.13,41.11,88.65,0.482,0.24,0.1151,0.82,0.1235,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,13:07:00,3805,1,68,213.5,NaN,9.85,3.678,33.773,26.02,7.91,3.75,9.13,41.13,88.59,0.485,0.23,0.1144,0.82,0.1237,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,1,110.3,NaN,16.57,4.268,33.431,24.411,8.19,9.02,7.95,113.2,83.45,0.724,0.49,0.1565,0.37,0.0909,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,2,112,NaN,16.55,4.267,33.431,24.415,8.19,9.02,7.96,113.27,83.43,0.725,0.51,0.1603,0.36,0.0902,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,3,113.8,NaN,16.54,4.265,33.427,24.415,8.19,9.12,7.96,114.47,83.72,0.711,0.53,0.1627,0.37,0.0908,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,4,115.5,NaN,16.21,4.234,33.427,24.489,8.2,9.28,8.01,115.66,83.67,0.713,0.6,0.1738,0.38,0.0918,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,5,117.1,NaN,16.04,4.217,33.426,24.528,8.2,9.32,8.04,115.85,83.5,0.721,0.67,0.1858,0.41,0.094,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,6,118.7,NaN,15.87,4.202,33.431,24.571,8.21,9.42,8.07,116.63,83,0.745,0.76,0.2013,0.43,0.0952,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,7,120.2,NaN,15.77,4.193,33.431,24.593,8.22,9.55,8.08,118.05,82.3,0.779,0.91,0.2244,0.44,0.096,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,8,121.7,NaN,15.56,4.172,33.433,24.642,8.23,9.57,8.12,117.86,81.98,0.795,1.03,0.2442,0.46,0.0975,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,9,122.9,NaN,15.39,4.157,33.439,24.683,8.23,9.62,8.14,117.99,81.83,0.802,1.28,0.2857,0.49,0.0997,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,10,124.3,NaN,15.26,4.145,33.435,24.709,8.24,9.65,8.16,118.12,81.01,0.843,1.56,0.3317,0.51,0.1013,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,11,125.7,NaN,15.01,4.122,33.437,24.765,8.24,9.67,8.2,117.81,80.86,0.85,1.93,0.3921,0.56,0.1043,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,12,127.2,NaN,14.86,4.108,33.44,24.8,8.25,9.55,8.23,115.97,80.36,0.875,2.19,0.4353,0.59,0.1069,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,13,128.7,NaN,14.77,4.099,33.44,24.82,8.25,9.18,8.24,111.27,79.91,0.897,2.71,0.5203,0.61,0.1084,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,14,130.10001,NaN,14.6,4.083,33.44,24.855,8.25,8.66,8.27,104.55,79.71,0.907,3.35,0.6245,0.64,0.1105,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,15,131.39999,NaN,14.13,4.037,33.431,24.948,8.24,8.35,8.35,99.95,79.6,0.913,4.44,0.8032,0.71,0.1155,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,16,132.8,NaN,13.57,3.989,33.463,25.087,8.22,8.19,8.45,96.94,78.97,0.944,8.37,1.4488,0.83,0.1239,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,17,134.3,NaN,13.43,3.977,33.47,25.121,8.2,7.42,8.47,87.53,78.3,0.979,9.95,1.7071,0.84,0.1246,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,18,135.8,NaN,13.31,3.965,33.47,25.147,8.19,6.66,8.49,78.36,77.97,0.995,10.2,1.7473,0.85,0.1257,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,19,137.3,NaN,12.82,3.92,33.475,25.248,8.16,6.48,8.58,75.48,77.52,1.019,5.44,0.9675,0.85,0.1252,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,20,138.60001,NaN,12.64,3.904,33.484,25.29,8.12,6.44,8.61,74.76,79.28,0.929,3.46,0.6433,0.83,0.1241,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,21,139.89999,NaN,12.53,3.895,33.492,25.317,8.11,6.44,8.63,74.59,82.02,0.793,2.43,0.4736,0.83,0.1239,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,22,141.2,NaN,12.5,3.893,33.496,25.325,8.1,6.4,8.64,74.05,83.75,0.709,2.61,0.5034,0.82,0.1238,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,23,142.5,NaN,12.48,3.892,33.499,25.332,8.09,6.33,8.64,73.2,84.46,0.676,2.72,0.5212,0.83,0.1238,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,24,143.89999,NaN,12.45,3.888,33.501,25.341,8.09,6.26,8.65,72.36,84.77,0.661,2.53,0.4914,0.84,0.1246,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,25,145.60001,NaN,12.41,3.886,33.503,25.349,8.08,6.24,8.65,72.04,84.66,0.666,2.53,0.4901,0.83,0.1243,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,26,147.10001,NaN,12.37,3.882,33.508,25.361,8.08,6.24,8.66,72.05,84.82,0.659,2.34,0.4598,0.83,0.1241,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,27,148.5,NaN,12.26,3.874,33.526,25.396,8.08,6.1,8.68,70.22,84.71,0.664,2.16,0.4304,0.83,0.1241,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,28,150,NaN,12.15,3.865,33.539,25.426,8.07,5.75,8.7,66.14,84.66,0.666,2.09,0.4183,0.84,0.1248,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,29,151.2,NaN,12.02,3.854,33.547,25.457,8.07,5.54,8.72,63.47,84.35,0.681,1.95,0.3954,0.88,0.1276,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,30,152.39999,NaN,11.82,3.836,33.553,25.501,8.06,5.37,8.76,61.27,84.06,0.695,1.28,0.2862,0.91,0.1299,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,31,153.89999,NaN,11.7,3.825,33.558,25.526,8.04,5.12,8.78,58.31,84.51,0.673,1.07,0.2517,0.94,0.1321,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,32,155.39999,NaN,11.55,3.813,33.571,25.564,8.03,4.99,8.81,56.65,84.67,0.666,0.99,0.238,0.96,0.1335,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,33,156.8,NaN,11.4,3.8,33.579,25.598,8.02,4.99,8.84,56.44,84.74,0.662,0.86,0.2162,0.98,0.1353,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,34,158.10001,NaN,11.38,3.797,33.576,25.6,8.01,4.97,8.84,56.18,84.89,0.655,0.79,0.2051,0.98,0.1348,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,35,159.60001,NaN,11.33,3.793,33.578,25.609,8.01,4.95,8.85,55.96,85.05,0.648,0.75,0.1989,0.97,0.1344,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,36,161,NaN,11.31,3.792,33.582,25.615,8.01,4.94,8.85,55.76,85.28,0.637,0.74,0.1981,0.98,0.135,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,37,162.5,NaN,11.31,3.793,33.585,25.619,8,4.84,8.85,54.68,85.43,0.63,0.74,0.1976,0.98,0.1353,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,38,164,NaN,11.3,3.792,33.587,25.622,8,4.71,8.86,53.17,85.34,0.634,0.83,0.2128,1,0.1366,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,39,165.3,NaN,11.22,3.784,33.589,25.639,8,4.65,8.87,52.39,85.23,0.639,0.76,0.1998,1.01,0.1371,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,40,166.7,NaN,11.17,3.78,33.591,25.649,7.99,4.61,8.88,51.88,85.17,0.642,0.69,0.1899,1.01,0.1371,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,41,168.10001,NaN,11.13,3.777,33.593,25.658,7.99,4.58,8.89,51.49,85.09,0.646,0.71,0.1925,0.99,0.136,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,42,169.7,NaN,11.1,3.774,33.596,25.666,7.99,4.54,8.89,51.02,85.23,0.639,0.69,0.1896,1,0.1362,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,43,171.3,NaN,11.06,3.771,33.6,25.675,7.99,4.48,8.9,50.39,84.98,0.651,0.67,0.1852,1.02,0.1378,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,44,172.60001,NaN,11.04,3.769,33.599,25.678,7.98,4.31,8.91,48.44,85.08,0.646,0.66,0.1835,0.99,0.1361,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,45,174,NaN,10.94,3.76,33.595,25.694,7.99,4.15,8.93,46.5,85.07,0.647,0.63,0.1795,0.96,0.1333,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,46,175.39999,NaN,10.74,3.743,33.614,25.744,7.98,4.12,8.96,45.96,85.44,0.629,0.53,0.1635,0.94,0.1319,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,47,176.7,NaN,10.66,3.737,33.624,25.764,7.97,4.07,8.98,45.35,85.86,0.61,0.52,0.1617,0.93,0.1311,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,48,178.2,NaN,10.63,3.735,33.63,25.775,7.97,4.02,8.98,44.71,86.27,0.591,0.5,0.1575,0.94,0.1321,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,49,179.89999,NaN,10.59,3.731,33.636,25.788,7.96,3.95,8.99,43.92,86.5,0.58,0.48,0.1552,0.97,0.134,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,50,181.60001,NaN,10.51,3.725,33.64,25.804,7.96,3.86,9.01,42.85,86.37,0.586,0.48,0.1544,0.97,0.1344,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,51,182.89999,NaN,10.4,3.715,33.65,25.831,7.96,3.83,9.03,42.43,86.45,0.582,0.47,0.1525,0.95,0.1326,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,52,184.3,NaN,10.34,3.711,33.656,25.847,7.95,3.84,9.04,42.45,86.67,0.572,0.45,0.1503,0.93,0.1315,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,53,185.8,NaN,10.27,3.706,33.668,25.867,7.95,3.86,9.05,42.68,87.02,0.556,0.43,0.147,0.92,0.1303,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,54,187.3,NaN,10.16,3.697,33.688,25.902,7.95,3.9,9.07,42.97,87.33,0.542,0.39,0.1392,0.88,0.1279,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,55,188.7,NaN,10.1,3.693,33.697,25.918,7.96,3.93,9.08,43.33,87.71,0.525,0.35,0.1334,0.84,0.125,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,56,190.10001,NaN,10.05,3.689,33.707,25.935,7.96,3.94,9.09,43.36,87.92,0.515,0.33,0.1297,0.81,0.123,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,57,191.5,NaN,10.01,3.687,33.716,25.948,7.96,3.94,9.1,43.31,88.1,0.507,0.34,0.132,0.8,0.1218,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,58,193.10001,NaN,10,3.686,33.72,25.953,7.97,3.92,9.1,43.11,88.15,0.504,0.32,0.1292,0.79,0.1213,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,59,194.5,NaN,9.99,3.686,33.723,25.957,7.97,3.89,9.1,42.76,88.21,0.502,0.35,0.1328,0.79,0.1216,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,60,195.89999,NaN,9.98,3.686,33.727,25.962,7.97,3.85,9.11,42.35,88.12,0.506,0.32,0.1289,0.79,0.1216,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,61,197.39999,NaN,9.95,3.684,33.738,25.976,7.97,3.83,9.11,42.1,88.3,0.497,0.33,0.1297,0.79,0.1212,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,62,198.89999,NaN,9.93,3.682,33.746,25.986,7.97,3.82,9.12,41.96,88.26,0.499,0.3,0.1257,0.79,0.121,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,63,200.8,NaN,9.9,3.681,33.754,25.996,7.97,3.8,9.12,41.72,88.41,0.493,0.29,0.1243,0.79,0.1214,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,64,202.39999,NaN,9.89,3.68,33.76,26.004,7.97,3.79,9.12,41.57,88.38,0.494,0.29,0.1242,0.8,0.122,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,65,203.7,NaN,9.88,3.68,33.764,26.008,7.97,3.77,9.12,41.36,88.26,0.5,0.28,0.1217,0.8,0.1219,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,66,205.3,NaN,9.87,3.679,33.767,26.012,7.97,3.76,9.13,41.21,88.4,0.493,0.28,0.1214,0.8,0.1223,NaN,NaN,NaN,NaN
Spring,Hyperion,5/4/2017,12:49:00,3806,1,67,206.60001,NaN,9.87,3.679,33.77,26.015,7.97,3.72,9.13,40.82,88.31,0.497,0.27,0.1208,0.79,0.1213,NaN,NaN,NaN,NaN
